testing_type,testing_cat,prob_inf,prob_inf_cat,sens_type,sens_cat,prop_subclin,prop_subclin_cat,symptom_adherence,risk_multiplier,risk_multi_cat,rapid_test_multiplier,rapid_test_cat,if_threshold,time_step,metric,n,mean,sd,median,p025,p100,p250,p750,p900,p975,min,max,n_missing,n_infinite,n_nan,n_total,quarantine_adherence,relative_time,metric_cat,quarantine_adherence_cat
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,1470.8383599999997,344.44123021622715,1398.1499999999996,1087.4885,1130.5259999999998,1184.99,1669.3949999999995,1976.7019999999998,2309.6985,778.9999999999999,2930.9399999999996,0,0,0,3000,0.8,13,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,1474.403493333333,351.29730567349134,1398.1499999999996,1087.4885,1130.5259999999998,1184.99,1671.5899999999997,1988.5039999999995,2341.7455,778.9999999999999,3001.24,0,0,0,3000,0.8,14,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,304.9485,59.719648440748784,296,230.98749999999998,243,256.5,336.125,394,444.03750000000014,160,540,0,0,0,3000,1,-3,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,362.8333333333333,74.04128077841887,351.75,272.4875,286.5,303,401,473,537.0250000000001,186.5,663,0,0,0,3000,1,-2,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,427.2663333333333,92.1630181102555,411.5,315,334,353,472.5,563.55,642.5125,216.5,806.5,0,0,0,3000,1,-1,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,0,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,1,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,2,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,3,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,4,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,5,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,6,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,7,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,8,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,9,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,10,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,11,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,12,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,13,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,1,14,Cumulative infectious days,100%
